생존1,"1-Upper,2-Middle,3-Lower Class",,,본인을 제외한 형제 자매 배우자 인원,"본인을 제외한 부모,자식",지불 금액,+,+,+,,,탑승항구,+,,342,,,,,,,,,
0,3,male,43,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,40,,,,0
1,1,female,,1,0,52,S,First,woman,FALSE,C,Southampton,yes,FALSE,1,,,,,0,,,,50
1,2,female,40,1,1,39,S,Second,woman,FALSE,,Southampton,yes,FALSE,1,,,,,40,,,,30
0,1,male,31,1,0,52,S,First,man,TRUE,B,Southampton,no,FALSE,FALSE,,,,,30,,,,50
0,2,male,70,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,70,,,,10
1,2,male,31,0,0,13,S,Second,man,TRUE,,Southampton,yes,TRUE,1,,,,,30,,,,10
0,2,male,,0,0,0,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,0,,,,0
0,3,male,18,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,10,,,,0
0,3,male,24.5,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
1,3,female,18,0,0,9.8417,S,Third,woman,FALSE,,Southampton,yes,TRUE,1,,,,,10,,,,0
0,3,female,43,1,6,46.9,S,Third,woman,FALSE,,Southampton,no,FALSE,FALSE,,,,,40,,,,40
1,1,male,36,0,1,512.3292,C,First,man,TRUE,B,Cherbourg,yes,FALSE,1,,,,,30,,,,510
0,3,female,,0,0,8.1375,Q,Third,woman,FALSE,,Queenstown,no,TRUE,FALSE,,,,,0,,,,0
1,1,male,27,0,0,76.7292,C,First,man,TRUE,D,Cherbourg,yes,TRUE,1,,,,,20,,,,70
0,3,male,20,0,0,9.225,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,3,male,14,5,2,46.9,S,Third,child,FALSE,,Southampton,no,FALSE,FALSE,,,,,10,,,,40
0,2,male,60,1,1,39,S,Second,man,TRUE,,Southampton,no,FALSE,FALSE,,,,,60,,,,30
0,2,male,25,1,2,41.5792,C,Second,man,TRUE,,Cherbourg,no,FALSE,FALSE,,,,,20,,,,40
0,3,male,14,4,1,39.6875,S,Third,child,FALSE,,Southampton,no,FALSE,FALSE,,,,,10,,,,30
0,3,male,19,0,0,10.1708,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,10,,,,10
0,3,male,18,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,10,,,,0
1,1,female,15,0,1,211.3375,S,First,child,FALSE,B,Southampton,yes,FALSE,1,,,,,10,,,,210
1,1,male,31,1,0,57,S,First,man,TRUE,B,Southampton,yes,FALSE,1,,,,,30,,,,50
1,3,female,4,0,1,13.4167,C,Third,child,FALSE,,Cherbourg,yes,FALSE,1,,,,,0,,,,10
1,3,male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE,1,,,,,0,,,,50
0,3,male,25,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE,FALSE,,,,,20,,,,0
0,1,male,60,0,0,26.55,S,First,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,60,,,,20
0,2,male,52,0,0,13.5,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,50,,,,10
0,3,male,44,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,40,,,,0
1,3,female,,0,0,7.7333,Q,Third,woman,FALSE,,Queenstown,yes,TRUE,1,,,,,0,,,,0
0,1,male,49,1,1,110.8833,C,First,man,TRUE,C,Cherbourg,no,FALSE,FALSE,,,,,40,,,,110
0,3,male,42,0,0,7.65,S,Third,man,TRUE,F,Southampton,no,TRUE,FALSE,,,,,40,,,,0
1,1,female,18,1,0,227.525,C,First,woman,FALSE,C,Cherbourg,yes,FALSE,1,,,,,10,,,,220
1,1,male,35,0,0,26.2875,S,First,man,TRUE,E,Southampton,yes,TRUE,1,,,,,30,,,,20
0,3,female,18,0,1,14.4542,C,Third,woman,FALSE,,Cherbourg,no,FALSE,FALSE,,,,,10,,,,10
0,3,male,25,0,0,7.7417,Q,Third,man,TRUE,,Queenstown,no,TRUE,FALSE,,,,,20,,,,0
0,3,male,26,1,0,7.8542,S,Third,man,TRUE,,Southampton,no,FALSE,FALSE,,,,,20,,,,0
0,2,male,39,0,0,26,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,20
1,2,female,45,0,0,13.5,S,Second,woman,FALSE,,Southampton,yes,TRUE,1,,,,,40,,,,10
1,1,male,42,0,0,26.2875,S,First,man,TRUE,E,Southampton,yes,TRUE,1,,,,,40,,,,20
1,1,female,22,0,0,151.55,S,First,woman,FALSE,,Southampton,yes,TRUE,1,,,,,20,,,,150
1,3,male,,1,1,15.2458,C,Third,man,TRUE,,Cherbourg,yes,FALSE,1,,,,,0,,,,10
1,1,female,24,0,0,49.5042,C,First,woman,FALSE,C,Cherbourg,yes,TRUE,1,,,,,20,,,,40
0,1,male,,0,0,26.55,S,First,man,TRUE,C,Southampton,no,TRUE,FALSE,,,,,0,,,,20
1,1,male,48,1,0,52,S,First,man,TRUE,C,Southampton,yes,FALSE,1,,,,,40,,,,50
0,3,male,29,0,0,9.4833,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,2,male,52,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,50,,,,10
0,3,male,19,0,0,7.65,S,Third,man,TRUE,F,Southampton,no,TRUE,FALSE,,,,,10,,,,0
1,1,female,38,0,0,227.525,C,First,woman,FALSE,C,Cherbourg,yes,TRUE,1,,,,,30,,,,220
1,2,female,27,0,0,10.5,S,Second,woman,FALSE,E,Southampton,yes,TRUE,1,,,,,20,,,,10
0,3,male,,0,0,15.5,Q,Third,man,TRUE,,Queenstown,no,TRUE,FALSE,,,,,0,,,,10
0,3,male,33,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,0
1,2,female,6,0,1,33,S,Second,child,FALSE,,Southampton,yes,FALSE,1,,,,,0,,,,30
0,3,male,17,1,0,7.0542,S,Third,man,TRUE,,Southampton,no,FALSE,FALSE,,,,,10,,,,0
0,2,male,34,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,10
0,2,male,50,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,50,,,,10
1,1,male,27,1,0,53.1,S,First,man,TRUE,E,Southampton,yes,FALSE,1,,,,,20,,,,50
0,3,male,20,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
1,2,female,30,3,0,21,S,Second,woman,FALSE,,Southampton,yes,FALSE,1,,,,,30,,,,20
1,3,female,,0,0,7.7375,Q,Third,woman,FALSE,,Queenstown,yes,TRUE,1,,,,,0,,,,0
0,2,male,25,1,0,26,S,Second,man,TRUE,,Southampton,no,FALSE,FALSE,,,,,20,,,,20
0,3,female,25,1,0,7.925,S,Third,woman,FALSE,,Southampton,no,FALSE,FALSE,,,,,20,,,,0
1,1,female,29,0,0,211.3375,S,First,woman,FALSE,B,Southampton,yes,TRUE,1,,,,,20,,,,210
0,3,male,11,0,0,18.7875,C,Third,child,FALSE,,Cherbourg,no,TRUE,FALSE,,,,,10,,,,10
0,2,male,,0,0,0,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,0,,,,0
0,2,male,23,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,10
0,2,male,23,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,10
0,3,male,28.5,0,0,16.1,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,10
0,3,female,48,1,3,34.375,S,Third,woman,FALSE,,Southampton,no,FALSE,FALSE,,,,,40,,,,30
1,1,male,35,0,0,512.3292,C,First,man,TRUE,B,Cherbourg,yes,TRUE,1,,,,,30,,,,510
0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,0,,,,0
0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,0,,,,0
1,1,male,,0,0,30,S,First,man,TRUE,D,Southampton,yes,TRUE,1,,,,,0,,,,30
0,1,male,36,1,0,78.85,S,First,man,TRUE,C,Southampton,no,FALSE,FALSE,,,,,30,,,,70
1,1,female,21,2,2,262.375,C,First,woman,FALSE,B,Cherbourg,yes,FALSE,1,,,,,20,,,,260
0,3,male,24,1,0,16.1,S,Third,man,TRUE,,Southampton,no,FALSE,FALSE,,,,,20,,,,10
1,3,male,31,0,0,7.925,S,Third,man,TRUE,,Southampton,yes,TRUE,1,,,,,30,,,,0
0,1,male,70,1,1,71,S,First,man,TRUE,B,Southampton,no,FALSE,FALSE,,,,,70,,,,70
0,3,male,16,1,1,20.25,S,Third,man,TRUE,,Southampton,no,FALSE,FALSE,,,,,10,,,,20
1,2,female,30,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE,1,,,,,30,,,,10
0,1,male,19,1,0,53.1,S,First,man,TRUE,D,Southampton,no,FALSE,FALSE,,,,,10,,,,50
0,3,male,31,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,FALSE,,,,,30,,,,0
1,2,female,4,1,1,23,S,Second,child,FALSE,,Southampton,yes,FALSE,1,,,,,0,,,,20
1,3,male,6,0,1,12.475,S,Third,child,FALSE,E,Southampton,yes,FALSE,1,,,,,0,,,,10
0,3,male,33,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,0
0,3,male,23,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
1,2,female,48,1,2,65,S,Second,woman,FALSE,,Southampton,yes,FALSE,1,,,,,40,,,,60
1,2,male,0.67,1,1,14.5,S,Second,child,FALSE,,Southampton,yes,FALSE,1,,,,,0,,,,10
0,3,male,28,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,2,male,18,0,0,11.5,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,10,,,,10
0,3,male,34,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,0
1,1,female,33,0,0,86.5,S,First,woman,FALSE,B,Southampton,yes,TRUE,1,,,,,30,,,,80
0,3,male,,0,0,14.5,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,0,,,,10
0,3,male,41,0,0,7.125,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,40,,,,0
1,3,male,20,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,yes,TRUE,1,,,,,20,,,,0
1,1,female,36,1,2,120,S,First,woman,FALSE,B,Southampton,yes,FALSE,1,,,,,30,,,,120
0,3,male,16,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,10,,,,0
1,1,female,51,1,0,77.9583,S,First,woman,FALSE,D,Southampton,yes,FALSE,1,,,,,50,,,,70
0,1,male,,0,0,39.6,C,First,man,TRUE,,Cherbourg,no,TRUE,FALSE,,,,,0,,,,30
0,3,female,30.5,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,no,TRUE,FALSE,,,,,30,,,,0
0,3,male,,1,0,24.15,Q,Third,man,TRUE,,Queenstown,no,FALSE,FALSE,,,,,0,,,,20
0,3,male,32,0,0,8.3625,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,0
0,3,male,24,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,3,male,48,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,40,,,,0
0,2,female,57,0,0,10.5,S,Second,woman,FALSE,E,Southampton,no,TRUE,FALSE,,,,,50,,,,10
0,3,male,,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE,FALSE,,,,,0,,,,0
1,2,female,54,1,3,23,S,Second,woman,FALSE,,Southampton,yes,FALSE,1,,,,,50,,,,20
0,3,male,18,0,0,7.75,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,10,,,,0
0,3,male,,0,0,7.75,Q,Third,man,TRUE,F,Queenstown,no,TRUE,FALSE,,,,,0,,,,0
1,3,female,5,0,0,12.475,S,Third,child,FALSE,,Southampton,yes,TRUE,1,,,,,0,,,,10
0,3,male,,0,0,7.7375,Q,Third,man,TRUE,,Queenstown,no,TRUE,FALSE,,,,,0,,,,0
1,1,female,43,0,1,211.3375,S,First,woman,FALSE,B,Southampton,yes,FALSE,1,,,,,40,,,,210
1,3,female,13,0,0,7.2292,C,Third,child,FALSE,,Cherbourg,yes,TRUE,1,,,,,10,,,,0
1,1,female,17,1,0,57,S,First,woman,FALSE,B,Southampton,yes,FALSE,1,,,,,10,,,,50
0,1,male,29,0,0,30,S,First,man,TRUE,D,Southampton,no,TRUE,FALSE,,,,,20,,,,30
0,3,male,,1,2,23.45,S,Third,man,TRUE,,Southampton,no,FALSE,FALSE,,,,,0,,,,20
0,3,male,25,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,3,male,25,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
1,3,female,18,0,0,7.4958,S,Third,woman,FALSE,,Southampton,yes,TRUE,1,,,,,10,,,,0
0,3,male,8,4,1,29.125,Q,Third,child,FALSE,,Queenstown,no,FALSE,FALSE,,,,,0,,,,20
1,3,male,1,1,2,20.575,S,Third,child,FALSE,,Southampton,yes,FALSE,1,,,,,0,,,,20
0,1,male,46,0,0,79.2,C,First,man,TRUE,B,Cherbourg,no,TRUE,FALSE,,,,,40,,,,70
0,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,FALSE,,,,,0,,,,0
0,2,male,16,0,0,26,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,10,,,,20
0,3,female,,8,2,69.55,S,Third,woman,FALSE,,Southampton,no,FALSE,FALSE,,,,,0,,,,60
0,1,male,,0,0,30.6958,C,First,man,TRUE,,Cherbourg,no,TRUE,FALSE,,,,,0,,,,30
0,3,male,25,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,2,male,39,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,10
1,1,female,49,0,0,25.9292,S,First,woman,FALSE,D,Southampton,yes,TRUE,1,,,,,40,,,,20
1,3,female,31,0,0,8.6833,S,Third,woman,FALSE,,Southampton,yes,TRUE,1,,,,,30,,,,0
0,3,male,30,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE,FALSE,,,,,30,,,,0
0,3,female,30,1,1,24.15,S,Third,woman,FALSE,,Southampton,no,FALSE,FALSE,,,,,30,,,,20
0,2,male,34,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,10
1,2,female,31,1,1,26.25,S,Second,woman,FALSE,,Southampton,yes,FALSE,1,,,,,30,,,,20
1,1,male,11,1,2,120,S,First,child,FALSE,B,Southampton,yes,FALSE,1,,,,,10,,,,120
1,3,male,0.42,0,1,8.5167,C,Third,child,FALSE,,Cherbourg,yes,FALSE,1,,,,,0,,,,0
1,3,male,27,0,0,6.975,S,Third,man,TRUE,,Southampton,yes,TRUE,1,,,,,20,,,,0
0,3,male,31,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,0
0,1,male,39,0,0,0,S,First,man,TRUE,A,Southampton,no,TRUE,FALSE,,,,,30,,,,0
0,3,female,18,0,0,7.775,S,Third,woman,FALSE,,Southampton,no,TRUE,FALSE,,,,,10,,,,0
0,2,male,39,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,10
1,1,female,33,1,0,53.1,S,First,woman,FALSE,E,Southampton,yes,FALSE,1,,,,,30,,,,50
0,3,male,26,0,0,7.8875,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,3,male,39,0,0,24.15,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,20
0,2,male,35,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,10
0,3,female,6,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE,FALSE,,,,,0,,,,30
0,3,male,30.5,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,0
0,1,male,,0,0,0,S,First,man,TRUE,B,Southampton,no,TRUE,FALSE,,,,,0,,,,0
0,3,female,23,0,0,7.925,S,Third,woman,FALSE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,2,male,31,1,1,37.0042,C,Second,man,TRUE,,Cherbourg,no,FALSE,FALSE,,,,,30,,,,30
0,3,male,43,0,0,6.45,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,40,,,,0
0,3,male,10,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE,FALSE,,,,,10,,,,20
1,1,female,52,1,1,93.5,S,First,woman,FALSE,B,Southampton,yes,FALSE,1,,,,,50,,,,90
1,3,male,27,0,0,8.6625,S,Third,man,TRUE,,Southampton,yes,TRUE,1,,,,,20,,,,0
0,1,male,38,0,0,0,S,First,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,0
1,3,female,27,0,1,12.475,S,Third,woman,FALSE,E,Southampton,yes,FALSE,1,,,,,20,,,,10
0,3,male,2,4,1,39.6875,S,Third,child,FALSE,,Southampton,no,FALSE,FALSE,,,,,0,,,,30
0,3,male,,0,0,6.95,Q,Third,man,TRUE,,Queenstown,no,TRUE,FALSE,,,,,0,,,,0
0,3,male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,0,,,,50
1,2,male,1,0,2,37.0042,C,Second,child,FALSE,,Cherbourg,yes,FALSE,1,,,,,0,,,,30
1,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,yes,TRUE,1,,,,,0,,,,0
1,1,female,62,0,0,80,,First,woman,FALSE,B,,yes,TRUE,1,,,,,60,,,,80
1,3,female,15,1,0,14.4542,C,Third,child,FALSE,,Cherbourg,yes,FALSE,1,,,,,10,,,,10
1,2,male,0.83,1,1,18.75,S,Second,child,FALSE,,Southampton,yes,FALSE,1,,,,,0,,,,10
0,3,male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE,FALSE,,,,,0,,,,0
0,3,male,23,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,3,male,18,0,0,8.3,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,10,,,,0
1,1,female,39,1,1,83.1583,C,First,woman,FALSE,E,Cherbourg,yes,FALSE,1,,,,,30,,,,80
0,3,male,21,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,3,male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,0,,,,0
1,3,male,32,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE,1,,,,,30,,,,50
1,1,male,,0,0,29.7,C,First,man,TRUE,C,Cherbourg,yes,TRUE,1,,,,,0,,,,20
0,3,male,20,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,2,male,16,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,10,,,,10
1,1,female,30,0,0,31,C,First,woman,FALSE,,Cherbourg,yes,TRUE,1,,,,,30,,,,30
0,3,male,34.5,0,0,6.4375,C,Third,man,TRUE,,Cherbourg,no,TRUE,FALSE,,,,,30,,,,0
0,3,male,17,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,10,,,,0
0,3,male,42,0,0,7.55,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,40,,,,0
0,3,male,,8,2,69.55,S,Third,man,TRUE,,Southampton,no,FALSE,FALSE,,,,,0,,,,60
0,3,male,35,0,0,7.8958,C,Third,man,TRUE,,Cherbourg,no,TRUE,FALSE,,,,,30,,,,0
0,2,male,28,0,1,33,S,Second,man,TRUE,,Southampton,no,FALSE,FALSE,,,,,20,,,,30
1,1,female,,1,0,89.1042,C,First,woman,FALSE,C,Cherbourg,yes,FALSE,1,,,,,0,,,,80
0,3,male,4,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE,FALSE,,,,,0,,,,30
0,3,male,74,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,70,,,,0
0,3,female,9,1,1,15.2458,C,Third,child,FALSE,,Cherbourg,no,FALSE,FALSE,,,,,0,,,,10
1,1,female,16,0,1,39.4,S,First,woman,FALSE,D,Southampton,yes,FALSE,1,,,,,10,,,,30
0,2,female,44,1,0,26,S,Second,woman,FALSE,,Southampton,no,FALSE,FALSE,,,,,40,,,,20
1,3,female,18,0,1,9.35,S,Third,woman,FALSE,,Southampton,yes,FALSE,1,,,,,10,,,,0
1,1,female,45,1,1,164.8667,S,First,woman,FALSE,,Southampton,yes,FALSE,1,,,,,40,,,,160
1,1,male,51,0,0,26.55,S,First,man,TRUE,E,Southampton,yes,TRUE,1,,,,,50,,,,20
1,3,female,24,0,3,19.2583,C,Third,woman,FALSE,,Cherbourg,yes,FALSE,1,,,,,20,,,,10
0,3,male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE,FALSE,,,,,0,,,,0
0,3,male,41,2,0,14.1083,S,Third,man,TRUE,,Southampton,no,FALSE,FALSE,,,,,40,,,,10
0,2,male,21,1,0,11.5,S,Second,man,TRUE,,Southampton,no,FALSE,FALSE,,,,,20,,,,10
1,1,female,48,0,0,25.9292,S,First,woman,FALSE,D,Southampton,yes,TRUE,1,,,,,40,,,,20
0,3,female,,8,2,69.55,S,Third,woman,FALSE,,Southampton,no,FALSE,FALSE,,,,,0,,,,60
0,2,male,24,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,10
1,2,female,42,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE,1,,,,,40,,,,10
1,2,female,27,1,0,13.8583,C,Second,woman,FALSE,,Cherbourg,yes,FALSE,1,,,,,20,,,,10
0,1,male,31,0,0,50.4958,S,First,man,TRUE,A,Southampton,no,TRUE,FALSE,,,,,30,,,,50
0,3,male,,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,0,,,,0
1,3,male,4,1,1,11.1333,S,Third,child,FALSE,,Southampton,yes,FALSE,1,,,,,0,,,,10
0,3,male,26,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
1,1,female,47,1,1,52.5542,S,First,woman,FALSE,D,Southampton,yes,FALSE,1,,,,,40,,,,50
0,1,male,33,0,0,5,S,First,man,TRUE,B,Southampton,no,TRUE,FALSE,,,,,30,,,,0
0,3,male,47,0,0,9,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,40,,,,0
1,2,female,28,1,0,24,C,Second,woman,FALSE,,Cherbourg,yes,FALSE,1,,,,,20,,,,20
1,3,female,15,0,0,7.225,C,Third,child,FALSE,,Cherbourg,yes,TRUE,1,,,,,10,,,,0
0,3,male,20,0,0,9.8458,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,3,male,19,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,10,,,,0
0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,0,,,,0
1,1,female,56,0,1,83.1583,C,First,woman,FALSE,C,Cherbourg,yes,FALSE,1,,,,,50,,,,80
1,2,female,25,0,1,26,S,Second,woman,FALSE,,Southampton,yes,FALSE,1,,,,,20,,,,20
0,3,male,33,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,30,,,,0
0,3,female,22,0,0,10.5167,S,Third,woman,FALSE,,Southampton,no,TRUE,FALSE,,,,,20,,,,10
0,2,male,28,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,10
0,3,male,25,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,0
0,3,female,39,0,5,29.125,Q,Third,woman,FALSE,,Queenstown,no,FALSE,FALSE,,,,,30,,,,20
0,2,male,27,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE,FALSE,,,,,20,,,,10
1,1,female,19,0,0,30,S,First,woman,FALSE,B,Southampton,yes,TRUE,1,,,,,10,,,,30
0,3,female,,1,2,23.45,S,Third,woman,FALSE,,Southampton,no,FALSE,FALSE,,,,,0,,,,20
1,1,male,26,0,0,30,C,First,man,TRUE,C,Cherbourg,yes,TRUE,1,,,,,20,,,,30
0,3,male,32,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,FALSE,,,,,30,,,,0
,,,,,,,,,,,,,,,FALSE,,,,,0,,,,0
,,,,,,,,,,,,,,,FALSE,,,,,0,,,,0
,,,,,,,,,,,,,,,FALSE,,,,,0,,,,0
,,,,,,,,,,,,,,,FALSE,,,,,0,,,,0
,,,,,,,,,,,,,,,FALSE,,,,,0,,,,0
,,,,,,,,,,,,,,,FALSE,,,,,0,,,,0
,,,,,,,,,,,,,,,FALSE,,,,,0,,,,0